ID,Datum_ontvangst,Product,Omschrijving,Antwoord_bedrijf
2172114,2024-10-21,Hypotheek,"My home caught fire on XXXX/XXXX/2016. The insurance settled in the amount of {$86000.00} which was less than cost of estimated restoration.When informed, XXXX from M & T Mortgage Loss Draft Dept., suggested that I payoff remaining principal on mortgage first and remainder will sent back to me to repair house. I signed check and mailed to M & T bank as directed by Loss Draft Dept., According to USPS, the check was received and on Wednesday XXXX XXXX, 2016. Till date M & T has refused to inform me when the balance of settlement check will be returned to me. In the meantime, I am suffering further losses in my house due to theft and vandalism. 
Note prior to sending the settlement check to M & T bank, I called its payoff department requesting a payoff amount for a future date of XXXX XXXX, 2016. I received a fax stating payoff as {$20000.00} if paid on or before XXXX XXXX, 2016. This date is exactly seven business days after M & T bank received check from me. I am afraid M & T bank is trying to take advantage and not close my account on time and in the process may ruin my good name. I have inquired of M & T bank 's Loss Draft depart., and also Customer Service Dept. , and received the same answer "" We are working on it ''. 
I would like M & T Bank to credit payoff amount within 7 business days of receiving check and send balance back to my mailing address of record.",Closed with explanation
1682757,2023-12-04,Hypotheek,"My property taxes dropped in XXXX due to being XXXX due to a military service XXXX in Florida. As such my property taxes are no longer paid, what I now pay is {$700.00} annually ( Paid in XXXX 2015 ) for my XXXX XXXX XXXX assessment. My homeowners insurance is {$1000.00} ( Paid in XXXX 2015 ). Nationstar Mortgage is collecting XXXX monthly to cover the escrow. I have {$2800.00} in escrow, even though all insurance and taxes have been paid for 2015. Nationstar has refused to adjust the escrow account, nor refund the excess, as required by law. Please advice! Nationstar was notified in XXXX 2015 of the property taxes changes ...",Closed with explanation
1440445,2023-06-26,Hypotheek,I have been requesting a loan modification from my bank Chase Bank for the past XXXX years and have been rejected each time. Their statement is that I can pay the mortgage even when I have presented them with documentation of my hardship. I am now resubmitting another request for a modification with Chase Bank.,Closed with explanation
2291795,2025-01-17,Hypotheek,"XXXX XXXX XXXX Mortgage alleges a foreclosure sale took place, however, is unable to produce foreclosure sale documents, an auctioneer name, an auctioneer license number. HSBC Bank USA , N.A . and XXXX XXXX prior to these incidents admitted in United States v. XXXX XXXX XXXX ( XXXX. ) that consumer was discriminated against which consumer was overcharged broker fees and rates. Subsequently, XX/XX/2016, XXXX XXXX in the XXXX v. XXXX XXXX XXXX XXXX Case No. : XXXX notified the United States District Court of XXXX that consumer was also discriminated against when the mortgage company charged excessive fees. Upon force consumer was removed her home without proper documents and remain an interested party in the property known as XXXX XXXX XXXX XXXX, XXXX XXXX. Consumer is the legal owner of the land and the land deed is attached. HSBC Bank USA , N.A . plead guilty in a XXXX Federal Court. Consumer invested approximately XXXX into a {$160000.00} mortgage and there have multiple forced attempts by lawyers and judges to sell the property or they will impose sanctions, XXXX. There are threats to destroy her career and continuously hold her property until she signs documents releasing her interest. The consumer is attempting to coordinate removal of the structure at the expense of XXXX XXXX with clear indication of previous and current injuries. Removal of the property still does not release interest as again the consumer invested {$140000.00} into that property and in a separate transaction, the consumer paid {$14000.00} for the land plus other cost and fees in preparation of the land to build the home on. Cost of removal is approximately {$35000.00}. Quit Claim Deeds attached reserves all rights. XXXX XXXX is the proper lender in this matter. However, it appears that the attorney ( s ) are hiding their claim and interest to the property under HSBC Bank USA , N.A . accounts because HSBC Bank USA , N.A . denies consumer has any accounts with the bank. 

Social Services will need to be contacted as the individuals involved has shown a blatant disregard for the care of their children as well as consumers they have come in contact with by evidence of a XXXX complaint in which another consumer was forced into an agreement after these individuals provided substandard services, products, and withheld their funds. These individuals do n't have any legal contracts with anyone.",Closed with explanation
2212420,2024-11-17,Hypotheek,"My name is XXXX XXXX and I 've been trying to sell my deceased mothers home thru Wells Fargo. I began my efforts on XX/XX/2015 to sell my mothers home and sought the help of XXXX XXXX to sell my mom 's house at XXXX XXXX XXXX, XXXX, NC XXXX. I ca n't seem to get Wells to finalize the sale. I totally believe they are dragging their feet and slowing down the process to extract more funds from me. I need help, PLEASE. XXXX XXXX, XXXX, XXXX, XXXXXXXXXXXX.",Closed with explanation
1942465,2024-05-27,Hypotheek,"I am a retired veteran. 
When my loan originated my wife, who is now deceased had XXXX. 
The loan should not be legal at all with this XXXX. 
XXXX will not help me save my home. 
I am XXXX and could be homeless. 
My home is upside down by {$80000.00}",Closed with explanation
1471021,2023-07-16,Hypotheek,"XXXX XXXX has been working with Seterus to be reviewed for alternatives to foreclosure. Upon suggestion from Seterus, XXXX listed the property for sale as a short sale and subsequently received an offer on his property. Upon submitting the 3rd party authorization to Seterus on XX/XX/XXXX and the full short sale application to Seterus on XX/XX/XXXX, I was advised that "" Seterus is way too backed up and behind to even work on getting the borrower 's authorized third party onto the account any time soon ''. I was also advised that "" because Seterus is so behind, we probably wo n't even get around to this short sale for the next month. 

It is inexcusable to take two weeks to have a borrower 's AUTHORIZED third party listed on their account to speak on their behalf. It is also inexcusable that this homeowner is trying to avoid foreclosure, has a valid hardship, followed the steps he was advised to take and is being told that his bank simply wo n't have the time to help. There is a foreclosure sale date coming up and Seterus wants no accountability. I do not know what games Seterus is trying to pull but this is not helping their borrower - it 's pushing him into a further hardship.",Closed with explanation
1899177,2024-04-28,Hypotheek,"I am writing you to express my concerns over the predatory practices of Nationstar Mortgage , LLC. I have attempted to resolve this issue with them through numerous telephone calls and online inquiries and have reached an impasse and desire external oversight. 
I purchased a home in XXXX XXXX, TX while on XXXX XXXX with the XXXX XXXX in XXXX XXXX. I financed the purchase with a mortgage through XXXX. I have maintained insurance through XXXX from the purchase through the present, including a windstorm policy that is handled by XXXX but underwritten by the XXXX. XXXX sold the mortgage to XXXX Mortgage in XXXX XXXX. XXXX sold it to XXXX XXXX XXXX, XXXX in XXXX XXXX. Lastly XXXX sold it to Nationstar Mortage, LLC in XXXX XXXX. The escrow account has paid both my fire insurance, the windstorm policy and XXXX XXXX property tax since I purchased the house, regardless of what company was servicing the mortgage without issue until XXXX XXXX. XXXX mailed multiple statements to XXXX seeking a payment of {$520.00} for the annual renewal on the windstorm policy. It was never paid and the policy expired on XXXX XXXX, XXXX. On my XXXX XXXX, XXXX, my escrow account showed a disbursement for {$520.00}. Unfortunately, it was never sent to XXXX, the policy lapsed, and the premium was refunded to my escrow account on XXXX XXXX, XXXX. On XXXX XXXX, XXXX, I received a letter from Nationstar Mortgage , LLC detailing a lender-placed insurance policy that was purchased for windstorm insurance for {$2300.00} for coverage effective retroactively from XXXX XXXX - XXXX XXXX. After a detailed audit of my escrow account, I discovered the error, XXXX 's failure to pay the windstorm premium in XXXX XXXX, and coordinated with XXXX to have the XXXX underwrite a new policy with an annual premium of {$580.00} that was then disbursed from my escrow account on XXXX XXXX, XXXX. The escrow refunded only {$990.00} of the {$2300.00} lender-placed premium and kept the retroactive portion from XXXX XXXX until the XXXX policy was in-place. 
I think it is reprehensible to underwrite a policy retroactively when there is obviously no loss to insure against. This insurance cost of {$1300.00} was significantly more than the {$520.00} annual policy that should have been in effect. Additionally, XXXX and Nationstar, by acquiring the mortgage, failed in their fiduciary responsibility to me as the consumer to maintain pre-existing insurance that had been on the property for over 10 years with no issues. I was the one who was XXXX while the policy was lapsed from XXXX XXXX until XXXX XXXX. If a hurricane had hit the XXXX XXXX, I would have been the one catastrophically impacted! 
I have made over 10 phone calls to Nationstar seeking resolution of this issue. Most of their representatives have little empathy and even the ones that do, state that although the situation is unfortunate, it is the policy of Nationstar to pass the cost of their error on to me. I have contacted the Department of Savings and Mortgage Lending in XXXX, TX, but because the property is not owner occupied I have been told that it is out of their jurisdiction. I am also contacting the Bureau of Consumer Financial Protection and the XXXX. 
It would have been ideal if I had caught their mistake before a lender-placed policy was written but unfortunately I have been XXXX for a year with a military XXXX. I have had XXXX. If I had known what a headache that this would become, I would never have setup an escrow account. I would have paid all of these bills without experiencing a policy lapse. After my terrible experience with Nationstar Mortgage, it is no surprise to me that they have an "" F '' rating",Closed with explanation
1619826,2023-10-22,Hypotheek,"I started looking for help with my mortgage in XXXX XXXX, I was assigned a HUD counselor thru NJ Citizen Action, XXXX XXXX, at that time I was eligible for the HomeKeeper Program thru the hardest hit fund. Due to this counselor being out of the office so much & everyone else in that office kept telling me she had to take care of it, this application was submitted close to end of program XXXX. Counselor away on a conference XXXX thru XXXX so received no updates on application & when I did get in touch in the XX/XX/XXXX she gave me the email, phone number & told me to call XXXX myself to see status. I emailed, immediately received a letter telling me that the application had been declined due to incomplete application submitted-XX/XX/XXXX tax return not file which it had been or so I thought I submitted it but somehow it was either never posted or never received but due to this being so late I could n't even rectify the situation & resubmit because the letter told me the determination was final no appeal process was available for that loan at that time. I kept watching website to see if they were excepting appeals finally XXXX XXXX I submitted appeal & after sending in more requested documents I received denial in XXXX of XXXX, reason for denial exactly as the first-incomplete application XXXX taxes not filed- no appeal- decision final. I wrote them & included return receipt from IRS that the taxes were received when I spoke with the director she told me the reason being was that my unemployment had run out before the limits of the program which was not so, this was calculated by the HUD counselor who assured me many times application was completely correct & within the guidelines of the program. So at that point I gave up on that program & started to work with Shellpoint Loan Servicing on a HAMP modification, HUD counselor never offered to help me with anything further. In XXXX XXXX I submitted every document they requested, kept getting letters asking for the same documents over again, kept submitting them, my negotiator was XXXX XXXX & every time I spoke with her I had to submit the same documents again. On XXXX XXXX, XXXX XXXX explained that I was denied the modification due to my debt to income ratio was 43.3/4 %, which I really did not understand, I never received anything from the bank explaining this or what I should do next. XXXX suggested that I should appeal & resubmit the application. I wrote bank requesting in writing the break down of the denial & I resubmitted the entire application all over again this time I had more income due to son moving home. XXXX XXXX is my negotiator & also very hard to establish contact with, I submitted entire package XXXX/XXXX/XXXX again document after document was requested numerous times last document requested on XXXX/XXXX/XXXX. I left numerous messages for XXXX XXXX from end of XXXX to present & still have not spoken with her, Online under modification status XXXX/XXXX/XXXX - Non-GSE Hamp not approved contact XXXX XXXX there may be other programs for which I am eligible. she returned my call on XXXX occ. 2 days after message was left & I was not available. On XXXX/XXXX/XXXX I received call from XXXX XXXX, negotiator, who informed me XXXX XXXX out of the office & will get back to me ASAP & after discussing my situation & reviewing everything she could not understand the denial, she wanted to review something that could help me, would get back to me shortly also would send copy of appraisal no response, no appraisal. sent cert. letter to bank for detailed explanation of denial, copy of appraisal, received XXXX/XXXX/XXXX still no response",Closed with explanation
1948523,2024-06-01,Hypotheek,"To Whom this may Concern .... my wife and I have a mortgage through a company called Ditech. Around XX/XX/2015 I was released from my job, at the time I was making around {$48000.00} a year. Immediately after I was released I contacted Ditech to keep the communication line open just in case I fell behind with the payments they would know why. To make a long story short this company has been harassing us to no end, when I tried to make the past due payment last year around XX/XX/XXXX one of the customer service reps told me that I did n't have a payment due at that time and I was told to make my regular payment on another date. NOTE : THIS IS ONE TIME THAT I WHISH THE PHONE CALLS WERE RECORDED LIKE THEY SAY THEY ARE BECAUSE THEY WOULD CLEARLY HEAR THAT CONVERSATION AND HOW I WAS GIVEN THE WRONG INFO. So with all that being said I never lost communication with Ditech and I 've been trying my best to work this situation out with them. Then I 'm told that I qualify for a modification, so my wife and I submit all the documents that they asked for at least three times and every time they kept telling us that we did n't submit the proper paperwork in time. After communicating with these people on a regular basis they still sent someone out to post notices on our door and when I asked the rep Why were they doing that? he told me that they do that to make sure the property is being occupied so I tell him is all they have to do is ring the doorbell because we 're home each time they do it, it 's embarrassing.Finally I work out an agreement to pay an additional {$600.00} to my regular mortgage payments to try to catch up on the past due payment and these payments are set up to come out of my account automatically but do the harassment stop ... .no it gets worst now they are sending us certified forclosure letters and to make matters worst the letters are going to our neighbors houses. Please is there anything that can be done to stop this harassment, I can see if I had n't been communicating with these people but I have been up front with them since last year and they still are harassing me over one payment and some late charges. Now I 'm making {$52000.00} a year and have been trying my hardest to catch up not just with my mortgage but with other bills also. It 's seems to me that they do n't want to work this out",Closed with explanation
2315993,2025-01-27,Hypotheek,"I have a mortgage through American Financial Resources ( AFR ) and was offered an IRRRL through eLend, which I agreed to complete. It has been a nightmare since inception. They XXXX around and the rate went up, then was finally locked in. Then, my escrow was half ( per month ) what it was supposed to be. XXXX XXXX provided the excuse that since wind coverage is n't a required coverage, they forgot and left it off. Keep in mind my original mortgage was through AFR and they had the wind in the escrow. I live in the XXXX - where we have hurricanes ... which means high winds. I asked for the escrow to be recomputed and now my payment is $ XXXX/month higher than my ORIGINAL payment. Keep in mind, my insurance and taxes have not increased more than {$100.00} in a year, my financed amount went from {$250000.00} to {$240000.00}, and my interest rate dropped XXXX basis points ( .5 % ). So my original payment was roughly {$1800.00} and is now at {$2000.00}. With my principal amount at roughly {$1100.00}, the $ XXXX+ escrow amount per month puts the escrow around $ XXXX- $ XXXX/year. Last year, my flood, wind, liability coverage and taxes were {$6800.00} ( roughly ). I want AFR to fix this once and for all. Getting tired of dealing with these XXXX as they think I am stupid and will pay an additional $ XXXX/year for them to hold on to. My first payment will be considered "" delinquent '' by XX/XX/XXXX so I would like this fixed before then. Thank you.",Closed with explanation
2260769,2024-12-22,Hypotheek,"We are brothers and Veterans on this mortgage. We have fallen behind and Embrace, XXXX, has requested duplicate documentation and has denied receiving faxes. We are in foreclosure and documentation timeliness is very important.",Closed
1884046,2024-04-18,Hypotheek,"Our loan officer, XXXX XXXX, lied to us on two occasions. The first occasion began when my wife and I asked for our rate to be locked at 3.75 %. She responded the next day by saying that our rate was locked as of that day and that we would be receiving a form to sign to that effect. We waited a week before emailing again to inquire about the form as we had not yet received it. She responded that day by saying that our rate was locked but at 3.875 %. She wrote in her email to us that she thought that "" we had discussed this. '' Of course, that had not happened. We had no email notification and no phone contact with her. I will apologize and withdraw this complaint if XXXX can provide so much as a phone record stating that she spoke with my wife or I during the week since stating that our rate was locked while referencing a document listing 3.75 as our rate. 

I contacted XXXX 's supervisor to have him correct her behavior. He did. However. No apology was given. And while we requested a new loan officer on account of XXXX 's behavior, our request was not granted. In fact, XXXX then called and left a rude and unprofessional phone message. 

On the second occasion that XXXX lied, our realtor was reviewing disclosures a week prior to closing and noticed that some closing costs were being billed to us. Our realtor emailed XXXX ( while cc'ing us ) to ask for an explanation as the understanding was that no closing costs were to be billed. As I saw no response from XXXX to our realtor, we emailed her asking for an answer. XXXX emailed back to say that she had already responded to our realtor in stating that they would be removed just prior to closing. This was a lie and our realtor immediately noticed and wrote her back to say that she had received no such response. When I emailed again ( while cc'ing XXXX 's supervisor ) XXXX responded by rudely stating that it was n't her responsibility to explain things to our realtor - completely ignoring the fact that she had just lied to our realtor, my wife, and I. 

Further, it was our understanding that we were to have received a final loan disclosure document 10 days prior to closing. We did n't see the final document until we were at the signing. We had to check whether or not XXXX had changed the terms of the loan at the signing. 

Our experience with XXXX XXXX and XXXX XXXX was extremely unpleasant. We will make sure that everyone we know and who will listen will know about our experience.",Closed with explanation
1690040,2023-12-09,Hypotheek,"Ocwen Loan Servicing refuses to cancel private mortgage insurance on our loan, despite a loan-to-value ratio below 30 %. Their justification is an inaccurate, erroreous broker 's price opinion.",Closed with explanation
1660875,2023-11-18,Hypotheek,"I knew this month we were going to be late in our payment to Nationstar Mortgage. I went into their site as an active account and called the support lines they provided. Each different phone number posted directed me to to answer a brief survey which they promoted products XXXX. If I chose not to accept my free vacation I landed back at that question. I could not email them and I could not get to them. They have been harrassing me for months to redo my loan at XXXX % interest rate instead of current XXXX % like other banks. I have refused as their methods are an insult to anyone of intelligence. finally, today, after my wife getting her SSI payment I tried to go online to make my payment. The door is locked I am now in collections. This company is out of control. I did just for grins send an email via "" support '' asking them if I could pay the house payment with a credit card-no answer other than I can call XXXX the XXXX numbers demonstrated above.",Closed with explanation
1724500,2024-01-02,Hypotheek,"In XXXX of 2015, I applied for a mortgage refinance loan with Pentagon Federal Credit Union, the same way as which I had done with the same company for the same loan account in the past. Within a couple days, I was contacted by a representative who gathered additional information and started the process. Soon after I was sent a "" Good Faith '' statement which had estimated settlement charges of {$6100.00}. A few weeks went by and I heard nothing. I contacted the loan processor who e-mailed me a request for several documents ( 2 years of federal tax returns, pays stubs, bank account info, ect ... ). I provided the documents. Many weeks went by again without PenFed contacting me. I contacted the loan processor to inquire about the status. The processor stated she had difficulty opening the documents that I sent even though they were sent in the exact same format as documents the processor had sent to me. After sending the same requested documents several different ways, the processor advised me that the they were able to open them and everything was fine. A week passed without contact and I contacted the processor regarding the status. She stated that I needed to contact their title company. I responded that their title company should be contacting me because I had no Idea of who they used. On XXXX XXXX, I received a call from the title company they had decided to use ( PenFed XXXX, XXXX ). That representative stated that they could not see where I had paid off a mortgage loan from XXXX XXXX Loans for the same house 10 years ago. I advised them that I had refinanced the home twice before with PenFed and this issue had never come up. They stated they had problems in the past with documents not being filed correctly during PenFed 's restructuring and their documents regarding my previous loans with them may have been lost. I was asked by the rep. to produce a document from 10 years ago. I advised them that I did n't have those documents. They stated they would continue their search. more weeks passed. On XXXX XXXX, I again sent my loan processor an e-mail regarding the status. I soon after received a "" Good Faith '' statement with a different estimated settlement charges of {$8200.00} for me to review and sign during closing. No other correspondence was sent regarding when and where closing would take place nor the extra {$2100.00} increase in estimated settlement charges. If anything, you 'd think this amount would have gone down! I again e-mailed the processor. On XXXX XXXX, I received a phone call from the PenFed processor 's supervisor who stated the delay in my refinance was because of the title company not being able to verify that I had paid off the home loan originally with XXXX 10 years ago. I advised the supervisor that I had refinanced the same home loan on twice before with PenFed within that 10 years and had never had this issue come up. The supervisor stated that they are stricter now an in the past they probably just looked the other way, but they cant do that now and if I ca n't come up with the document ( Certificate of Satisfaction ) from XXXX XXXX XXXX showing the original loan was satisfied, PenFed would not be able to refinance my loan. I replied to the supervisor that it sounded more like PenFed did not want to give me the loan because I locked in at a lower rate and the government just raised interest rates. This ordeal is still continuing and we are now approaching 4 months! In the past it has only taken a couple weeks to do a refinance with the same company. PenFed. Are there not a time limit that governs institutions with processing these type of loans???",Closed with explanation
1433973,2023-06-23,Hypotheek,"Stearns Lending , Inc., XXXX XXXX, CA. 
This company 's satellite office in Arizona has absolutely NO sense of urgency, and total disregard for their clients ( the buyers ) and also the sellers. 
Claiming to have not received or misplace information, as an excuse. 
People have lives to live and also have time lines to follow, setting up places to live, movers, disconnecting utilities, packing, etc. 
Underwriters, had claimed all is good, and over two weeks later still looking for paper work, still stalling! 
It took a Cure Notice to finally get them to perform, someone needs to be held accountable in this office. 
The purchase was almost lost, due to lack of concern for others. 
Would highly recommend staying away from this company.",Closed with explanation
1671269,2023-11-25,Hypotheek,"CitiMortgage recently sent me a document advising of my escrow shortage for the 2015 year. They advised me that if I do not pay the escrow shortage, that my monthly payment would increase from {$1100.00} to {$1200.00}. They advised that I could pay the escrow shortage, and that if I did, my monthly payment would be adjusted from {$1200.00} to {$1200.00}. 

I do not want my payment increasing above {$1100.00}. So I sent a payment of {$600.00} ( escrow shortage of {$330.00} + {$270.00} to cover the increase in my escrow payment ). However, when I called in, Citi refuses to adjust my payment back to {$1100.00}, stating that they can no longer advance the escrow EVEN IF IT IS AT THE BORROWER 'S REQUEST. That is ridiculous. If I cut a check for {$5000.00} to cover my entire upcoming year 's worth of taxes, Citi should n't be charging me ANYTHING for escrow. The purpose of escrow is to ensure that irresponsible borrower 's pay their taxes. I PAY MY TAXES!!! If I choose to put money into an account IN ADVANCE to pay my taxes, my monthly escrow payment should be adjusted accordingly to reflect the advance. AND I DO NOT CARE WHAT "" CFPB GUIDELINES '' ARE IN PLACE FOR THE MORTGAGE INDUSTRY 'S ESCROW POLICIES ; I HAVE THE RIGHT AS THE CUSTOMER TO ADVANCE MY ESCROW SO THAT MY MPA FOR MY MORTGAGE DOES NOT INCREASE!",Closed with explanation
1561292,2023-09-11,Hypotheek,"Specialized Loan Servicing acting as the Servicer has failed to meet all of its requirements under HBOR and is attempting to illegally foreclose on my personal home by selling it at auction on XXXX XXXX, 2015. The direct violation of HBOR law is based on Specializing Loan Servicing improperly and unfairly reviewing my loan modification request for relief. i have submitted a complete loan modification direct via fax and have been forced to resubmit the same package several times. in addition, Specializing Loan Servcier has repeatedly denied me help several times and i never get a single person to answer my questions honestly or directly. They always have XXXX of people pass of my file amongst each other just to create motion and delays. i intend to keep my home and i meet all eligibility criteria. They have never offered any help or relief and continue to threaten to take my home. Specializing Mortgage illegally commenced and is conducting a foreclosure while reviewing or without attempting to find workout relief options for myself. they have mishandled my documents and file several times and failed to properly communicate with me throughout the process. they simply wish to foreclose and kick me out on the streets. they have clearly violated HBOR specifically under the dual tracking clause. Specializing Loan Servicing instructed and allowed foreclosure trustee named XXXX to illegally start foreclosure on my property. The Specializing Loan Servicer and know your options website gave the result that i am eligible for a loan modification with a lower payment to save my property. so there is no reason why Specialized Loan Servicer should have denied my request or started foreclosure on my home.",Closed with explanation
2399896,2025-03-22,Hypotheek,"In XXXX of XXXX we had a water leak at our home. Upon investigation it was found to be water from a broken pipe in the wall and water overflowed the dishwasher. We hired a public adjustor. He settled both claims with our insurer. One claim was {$8300.00} and the second was XXXX. We had the public adjustor sign the checks as well as XXXX bank our second mortgage holder. We sent the two checks to Seterus, Inc our principle mortgage holder. Seterus had a series of steps they wanted us to do. We complied with all by XXXX of XXXX. They released the check for {$8300.00} but have been holding the second check for {$11000.00} for two years now. We complied with all paperwork needed and sent in notarized documents on several occasions. Each time we ask for the money they add another demand for more or different paperwork never before mentioned. They are nearly impossible to speak to on the phone. But we have been told several times the money would be released ( on calls they record ), only to find the money is still being held. We have the initial document they sent us with all of their requests. We have our paperwork showing compliance with all of those requests. We want the money released for repairs. We have already sent a notarized document to them approving them inspecting the work when finished to safeguard their interest. We would appreciate any help in getting this money.",Closed with explanation
2050439,2024-08-09,Hypotheek,"Hello : My name is XXXX XXXX ; I live at XXXX, ME XXXX. My phone # is XXXX. My complaint is against Bank of America, who holds a mortgage on my condominium. BOA failed to pay my real estate taxes to the city of XXXX, which resulted in lien on my property. When I was first notified by the city about the pending lien, I called and spoke to a BOA representative who instructed me to send a cover letter with the notice from the city to BOA, and they would rectify the matter. I went to the local branch and did so, and was assured that the payment would be made. It was made, but after the due date, and thus the lien. I then spoke again to BOA representatives on couple of different occasions to see if I could procure documentation stating that BOA was at fault in not paying the taxes. My concern is that having a lien on my property, even though it has now been resolved, will reflect poorly on my credit ratings. The city is not reporting the lien, nor is BOA, but I 'm told there will still be a record of the action in my credit report. In short, this is likely to cost me interest points should I take out a loan for a major purchase such as a car or real estate. BOA can not provide documentation saying they failed to make the payment on time ; the burden is on me to contest the credit report should the lien show up, but without documentation stating what happened. This is irresponsible on the part of BOA, and it is extremely frustrating to be brushed off with boiler plate language used by the customer service representatives. "" We are sorry XXXX XXXX ; we understand your concern, but there is nothing we can do because we did n't report the lien to the credit bureaus. '' I 'm not convinced this gap in payment wo n't happen again or that it is not happening to others. Can anything be done to put pressure on BOA to provide better and more professional service and to send some form of documentation that will help me corroborate my case should I need to contest the lien with the credit bureaus? 

Thank you. XXXX XXXX",Closed with explanation
1657679,2023-11-16,Hypotheek,"This compliant is related to CFPB CASE XXXX AND TO PREVENT FORECLOSURE SCHEDULED ON XXXX XXXX, 2015. J P Morgan Chase Bank purchased Washington Mutual. Home Owner of Property servicer XXXX XXXX XXXX reported to be the servicer of XXXX XXXX XXXX. XXXX XXXX XXXX denied being lender. XXXX XXXX Bank reported XXXX ( loans service by others a department of XXXX XXXX XXXX was the actual lender. XXXX XXXX XXXX denied any department exist in XXXX XXXX XXXX. XXXX XXXX XXXX is foreclosing of home owner without proof of ownership. Chase Bank reported XXXX XXXX XXXX is lender but has not provided document of purchase, document of sale, document of notice of servicer transfer and document of FDIC LOAN PURCHASE. XXXX XXXX XXXX, XXXX XXXX XXXX and XXXX XXXX continue to threaten home owner with foreclosure of property without any proof of foreclosure deed and deed under power. No validity of signature of documents but robo signers.",Closed with explanation
1546383,2023-09-01,Hypotheek,"Numerous issues but what is very concerning is after months of submitting and resubmitting documentation I find out that the submitted documents were uploaded and labeled incorrectly which slowed the process down to an already ridiculous turn around time. Then I have to hear every time I call how their doing their job so well, really? Also I have been told of XXXX different possibilities of the outcome of this modification then the last person I spoke with tells me there is really only XXXX possibility and its not really going to help and it is unlikely the rate will get reduced at all then after I state others have told me of rate reduction the person stated well it could go down a little but not even a percent lower. The last issue I want to mention is that this loan was being serviced at XXXX and a week before transferring to Seterus the loan modification had been submitted for a final approval all documents were received in and accepted the broker price opinion was ordered and then the loan servicing transferred on XXXX/XXXX/2015. I was told the loan should at least transfer with that status, but it did not as I had to redo the loan modification package for Seterus and resend information numerous times because nobody is rarely on the same page and paperwork is labeled incorrectly. Should the status have stayed the same since the investors of the loan have not changed? I have sent everything in that is asked for and many times I have been told different or wrong information I once spent {$17.00} at XXXX to make sure the documents faxed were received. I have with the help of my wife done what has been asked and as of a week ago everything is in we now have a 30-45 day wait for the documents to get reviewed by a processor that is a long time to know if more documentation is needed, then in the meantime how much paperwork is set to expire??? At this rate it will never get done. After mislabeling our paperwork for weeks you really cant accelerate our documents for review. But your ready to accelerate the mortgage.",Closed with explanation
2122247,2024-09-21,Hypotheek,"I had a mortgage through Capital One Home Loans. I recently refinanced and the balanced was paid in full. Capital One has refused to send me the balance of my escrow account of nearly {$1000.00}. I have called several times and they just blow me off and say they will eventually. It has been over three weeks. If I did n't pay my mortgage within 15 days, I was assessed a late fee ( although I never was, because I pay my XXXX bills on time ). Why should Capital One not be subject to the same requirement?",Closed with explanation
1888986,2024-04-20,Hypotheek,"My wife and I filed a Chapter XXXX because we had received a foreclosure notice in XXXX XXXX. The Chapter XXXX was discharged in XXXX of XXXX. I recently went to pruchase a home and the realtor said that the county records show that Bank of America transferred the deed out of my name to their bank in XXXX of XXXX. So because of the lending laws, I am unable to get a VA loan because it looks like my foreclosure is within 3 years.",Closed with explanation
1585675,2023-09-29,Hypotheek,"My loan servicer is in "" breach-of-contract '' of a modification I completed back in XXXX of 2013. At that time my monthly loan payment was XXXX. However, the very next month after the modification took effect, Ocwen began increasing the payment to an unmanageable amount. It stands now at {$810.00}, too much for someone on a fixed income to pay. Ocwen has been denying it did anything wrong for years. Now, something must be done! Under the most recent settlement agreement, breaking a modification agreement is punishable by fines and other remedies. In addition, recently Ocwen has attempted to get me hooked up into another high-payment modification, which is only {$27.00} less than the current payment it has set for my mortgage. This is an outrage!! People 's homes, that they 've invested their life-savings in, are in jeopardy. Please do something now! To make matters worse, Ocwen has transferred my loan to not XXXX, but XXXX different loan servicers, XXXX right after the other. This has occurred within the last two weeks. The State of TN had been paying my mortgage payment, but that ended last XXXX. In order for me to pay, the original modification must be enforced. 

The recent Federal lawsuit and ruling against Ocwen states that it can not breach modifications on loans where at least XXXX payments have been made. Nor can it transfer the loan, multiple times, and/or abandoned modification agreements. As such, I am requesting that the CFPB enforce the Federal ruling against Ocwen, on my behalf, per the law!.",Closed with explanation
2394042,2025-03-19,Hypotheek,"I applied with my fiance XXXX for a home equity line of credit with BB & T Bank on two separate occasions. We were verbally turned down twice ; stating since XXXX was not on the house mortgage loan, she did not qualify as a co-borrower. We never received any official turn down letters and it has been well over 30 days. On one occasion we were told we could not afford the payments for the amount requested, we then lowered the amount of the loan only then to be told that XXXX did not qualify as a co-borrower. We were told because XXXX is not on the mortgage, that she could leave and I would n't be able to make the payments. At one point, BB & T asked XXXX to provide a utility bill to prove she actually lives at the residence, even though she has credit accounts, a drivers license, pay stubs, and XXXX all showing our address. I have called many banks and asked if a co-applicant could go on the home equity loan, while not being on the mortgage or deed, and have been told its permitted. We both have excellent credit and are not sure what the real reason is for not being approved. By law they can not turn us down because we are n't married, and XXXX hopes it is not due to her being XXXX. We are concerned that it could be one of those two reasons.",Closed with explanation
1772030,2024-02-03,Hypotheek,They are n't doing what the government says lenders should do to provide foreclosure alternatives to help homeowners in foreclosu.re,Closed with explanation
